transaction_id,customer_id,product_id,transaction_date,quantity,total_revenue,total_cost,region,payment_method
TRX000684,CUST0035,PROD0006,2023-07-20,4,3404.08,1970.68,Upper West,Cash
TRX000685,CUST0155,PROD0038,2023-09-16,2,3486.44,1381.16,Volta,Cash
TRX000686,CUST0012,PROD0034,2025-09-29,2,1112.84,633.66,Northern,Mobile Money
TRX000687,CUST0117,PROD0001,2022-12-29,3,3199.2,1680.12,Bono,Mobile Money
TRX000688,CUST0051,PROD0010,2023-09-24,3,3141.24,2369.64,Northern,Mobile Money
TRX000689,CUST0173,PROD0023,2025-02-28,5,4063.7,2482.05,Upper West,Cash
TRX000690,CUST0033,PROD0026,2023-08-18,3,2986.14,1255.59,Bono,Mobile Money
TRX000691,CUST0013,PROD0034,2022-11-15,3,1669.26,950.49,Upper West,Bank Transfer
TRX000692,CUST0040,PROD0004,2023-09-03,2,3403.58,1458.38,Upper West,Mobile Money
TRX000693,CUST0190,PROD0035,2024-09-22,7,8220.1,5066.67,Central,Mobile Money
TRX000694,CUST0123,PROD0032,2025-07-06,7,890.68,793.94,Upper East,Mobile Money
TRX000695,CUST0056,PROD0047,2024-08-25,3,726.33,448.77,Ashanti,Mobile Money
TRX000696,CUST0073,PROD0007,2023-09-11,6,10745.82,4479.12,Northern,Bank Transfer
TRX000697,CUST0095,PROD0038,2025-02-08,3,5229.66,2071.74,Volta,Mobile Money
TRX000698,CUST0060,PROD0022,2025-02-27,3,1180.89,560.31,Western,Bank Transfer
TRX000699,CUST0116,PROD0018,2023-10-13,1,1551.42,616.34,Upper West,Mobile Money
TRX000700,CUST0110,PROD0028,2021-05-02,4,4787.88,2807.76,Ashanti,Mobile Money
TRX000701,CUST0063,PROD0035,2025-09-18,3,3522.9,2171.43,Greater Accra,Mobile Money
TRX000702,CUST0083,PROD0034,2024-06-04,8,4451.36,2534.64,Ashanti,Mobile Money
TRX000703,CUST0024,PROD0012,2023-01-01,3,5502.06,2328.24,Greater Accra,Cheque
TRX000704,CUST0174,PROD0040,2024-03-20,5,2946.7,1981.15,Central,Mobile Money
TRX000705,CUST0094,PROD0005,2025-07-10,3,4990.56,2280.27,Volta,Card
TRX000706,CUST0017,PROD0013,2024-01-06,2,2421.38,1342.94,Volta,Mobile Money
TRX000707,CUST0139,PROD0025,2023-06-01,3,2836.47,1255.92,Ashanti,Bank Transfer
TRX000708,CUST0116,PROD0007,2025-07-19,4,7163.88,2986.08,Upper West,Mobile Money
TRX000709,CUST0143,PROD0014,2024-09-21,5,2527.75,1673.9,Volta,Mobile Money
TRX000710,CUST0183,PROD0005,2025-04-02,4,6654.08,3040.36,Volta,Mobile Money
TRX000711,CUST0057,PROD0042,2025-05-28,42,26538.96,16658.46,Eastern,Mobile Money
TRX000712,CUST0030,PROD0049,2025-03-07,3,2183.25,1607.13,Upper West,Mobile Money
TRX000713,CUST0188,PROD0011,2023-12-14,2,1595.56,954.66,Eastern,Cheque
TRX000714,CUST0074,PROD0036,2024-09-21,5,4705.9,2068.1,Volta,Mobile Money
TRX000715,CUST0052,PROD0011,2023-08-22,3,2393.34,1431.99,Upper East,Card
TRX000716,CUST0036,PROD0049,2024-05-25,5,3638.75,2678.55,Bono,Bank Transfer
TRX000717,CUST0137,PROD0038,2023-09-15,5,8716.1,3452.9,Upper East,Mobile Money
TRX000718,CUST0113,PROD0029,2023-12-06,4,510.04,446.16,Northern,Mobile Money
TRX000719,CUST0038,PROD0002,2023-11-30,4,2330.64,1004.28,Volta,Cash
TRX000720,CUST0006,PROD0009,2023-03-28,7,4932.76,2130.03,Western,Bank Transfer
TRX000721,CUST0085,PROD0009,2024-09-01,3,2114.04,912.87,Upper East,Mobile Money
TRX000722,CUST0046,PROD0041,2024-05-13,5,4754.7,1850.05,Eastern,Cash
TRX000723,CUST0198,PROD0019,2024-05-26,5,5004.95,3402.35,Greater Accra,Cash
TRX000724,CUST0194,PROD0049,2025-07-04,3,2183.25,1607.13,Upper East,Bank Transfer
TRX000725,CUST0117,PROD0004,2025-06-22,6,10210.74,4375.14,Bono,Mobile Money
TRX000726,CUST0101,PROD0044,2025-01-02,6,506.82,391.86,Volta,Card
TRX000727,CUST0016,PROD0048,2024-04-12,4,5200.68,2871.8,Ashanti,Card
TRX000728,CUST0116,PROD0040,2025-09-21,6,3536.04,2377.38,Upper West,Bank Transfer
TRX000729,CUST0177,PROD0012,2023-01-18,2,3668.04,1552.16,Volta,Mobile Money
TRX000730,CUST0136,PROD0008,2023-10-22,4,186.64,163.8,Ashanti,Cash
TRX000731,CUST0012,PROD0016,2024-12-08,7,11851.0,4558.82,Northern,Mobile Money
TRX000732,CUST0089,PROD0029,2025-09-30,4,510.04,446.16,Upper East,Cheque
TRX000733,CUST0035,PROD0043,2023-05-24,5,3712.95,2542.75,Upper West,Mobile Money
TRX000734,CUST0160,PROD0029,2022-03-30,5,637.55,557.7,Ashanti,Bank Transfer
TRX000735,CUST0025,PROD0010,2025-05-11,4,4188.32,3159.52,Eastern,Mobile Money
TRX000736,CUST0066,PROD0041,2024-07-30,8,7607.52,2960.08,Volta,Mobile Money
TRX000737,CUST0107,PROD0011,2025-01-16,2,1595.56,954.66,Central,Bank Transfer
TRX000738,CUST0127,PROD0034,2024-06-08,1,556.42,316.83,Central,Mobile Money
TRX000739,CUST0022,PROD0033,2025-09-11,6,3378.9,1702.32,Upper West,Cash
TRX000740,CUST0056,PROD0038,2023-01-18,6,10459.32,4143.48,Ashanti,Bank Transfer
TRX000741,CUST0105,PROD0006,2024-04-23,5,4255.1,2463.35,Greater Accra,Card
TRX000742,CUST0163,PROD0028,2024-04-17,4,4787.88,2807.76,Ashanti,Mobile Money
TRX000743,CUST0188,PROD0021,2025-04-23,2,3068.02,1526.94,Eastern,Bank Transfer
TRX000744,CUST0069,PROD0001,2021-05-06,4,4265.6,2240.16,Central,Mobile Money
TRX000745,CUST0115,PROD0022,2025-04-25,5,1968.15,933.85,Northern,Bank Transfer
TRX000746,CUST0073,PROD0045,2022-12-24,2,283.62,213.6,Northern,Card
TRX000747,CUST0139,PROD0013,2023-09-06,2,2421.38,1342.94,Ashanti,Bank Transfer
TRX000748,CUST0132,PROD0025,2024-02-08,5,4727.45,2093.2,Greater Accra,Mobile Money
TRX000749,CUST0135,PROD0037,2025-01-03,7,4557.77,2241.75,Western,Cash
TRX000750,CUST0043,PROD0028,2025-09-04,5,5984.85,3509.7,Western,Cheque
TRX000751,CUST0109,PROD0019,2024-09-19,5,5004.95,3402.35,Northern,Cheque
TRX000752,CUST0177,PROD0015,2024-11-09,2,238.84,99.64,Volta,Mobile Money
TRX000753,CUST0142,PROD0003,2024-08-25,6,4429.8,3296.16,Ashanti,Mobile Money
TRX000754,CUST0082,PROD0027,2023-12-15,5,4307.7,2218.85,Western,Cash
TRX000755,CUST0052,PROD0034,2025-07-25,7,3894.94,2217.81,Upper East,Bank Transfer
TRX000756,CUST0130,PROD0013,2023-03-06,8,9685.52,5371.76,Western,Bank Transfer
TRX000757,CUST0046,PROD0048,2022-03-22,4,5200.68,2871.8,Eastern,Cash
TRX000758,CUST0038,PROD0010,2023-07-27,3,3141.24,2369.64,Volta,Card
TRX000759,CUST0031,PROD0021,2025-07-26,4,6136.04,3053.88,Eastern,Mobile Money
TRX000760,CUST0103,PROD0023,2023-04-26,6,4876.44,2978.46,Volta,Mobile Money
TRX000761,CUST0008,PROD0011,2024-05-28,5,3988.9,2386.65,Upper West,Mobile Money
TRX000762,CUST0115,PROD0035,2024-02-20,4,4697.2,2895.24,Northern,Cash
TRX000763,CUST0056,PROD0003,2025-04-26,4,2953.2,2197.44,Ashanti,Card
TRX000764,CUST0192,PROD0010,2025-08-12,3,3141.24,2369.64,Upper East,Mobile Money
TRX000765,CUST0050,PROD0021,2025-07-11,5,7670.05,3817.35,Volta,Card
TRX000766,CUST0129,PROD0038,2025-05-19,6,10459.32,4143.48,Ashanti,Mobile Money
TRX000767,CUST0173,PROD0044,2025-08-21,3,253.41,195.93,Upper West,Cash
TRX000768,CUST0006,PROD0035,2023-05-26,3,3522.9,2171.43,Western,Mobile Money
TRX000769,CUST0154,PROD0022,2023-09-22,6,2361.78,1120.62,Northern,Cash
TRX000770,CUST0068,PROD0050,2023-04-28,2,366.66,315.74,Upper East,Bank Transfer
TRX000771,CUST0030,PROD0046,2023-08-25,6,1426.86,692.22,Upper West,Mobile Money
TRX000772,CUST0097,PROD0012,2023-09-25,9,16506.18,6984.72,Bono,Card
TRX000773,CUST0106,PROD0020,2025-08-12,53,24902.58,19248.54,Ashanti,Bank Transfer
TRX000774,CUST0116,PROD0002,2022-07-26,4,2330.64,1004.28,Upper West,Bank Transfer
TRX000775,CUST0187,PROD0048,2025-03-26,3,3900.51,2153.85,Bono,Cash
TRX000776,CUST0135,PROD0031,2024-12-05,3,2404.86,1694.22,Western,Mobile Money
TRX000777,CUST0080,PROD0046,2024-02-20,7,1664.67,807.59,Eastern,Mobile Money
TRX000778,CUST0186,PROD0035,2023-12-27,5,5871.5,3619.05,Eastern,Cash
TRX000779,CUST0029,PROD0003,2025-02-06,3,2214.9,1648.08,Ashanti,Mobile Money
TRX000780,CUST0085,PROD0007,2025-06-18,4,7163.88,2986.08,Upper East,Cash
TRX000781,CUST0029,PROD0012,2025-07-24,5,9170.1,3880.4,Ashanti,Bank Transfer
TRX000782,CUST0090,PROD0023,2024-07-02,2,1625.48,992.82,Western,Bank Transfer
TRX000783,CUST0090,PROD0019,2024-08-10,3,3002.97,2041.41,Western,Bank Transfer
TRX000784,CUST0024,PROD0049,2024-01-13,5,3638.75,2678.55,Greater Accra,Cash
TRX000785,CUST0116,PROD0041,2024-03-11,3,2852.82,1110.03,Upper West,Bank Transfer
TRX000786,CUST0157,PROD0007,2025-04-04,3,5372.91,2239.56,Eastern,Cash
TRX000787,CUST0162,PROD0043,2025-05-27,6,4455.54,3051.3,Upper West,Mobile Money
TRX000788,CUST0003,PROD0015,2025-04-10,6,716.52,298.92,Central,Cash
TRX000789,CUST0005,PROD0041,2025-07-28,1,950.94,370.01,Greater Accra,Mobile Money
TRX000790,CUST0156,PROD0038,2023-08-22,3,5229.66,2071.74,Upper East,Cash
TRX000791,CUST0172,PROD0009,2023-11-28,4,2818.72,1217.16,Ashanti,Cash
TRX000792,CUST0071,PROD0025,2025-01-02,4,3781.96,1674.56,Upper West,Cash
TRX000793,CUST0022,PROD0049,2025-02-10,3,2183.25,1607.13,Upper West,Cash
TRX000794,CUST0120,PROD0009,2025-08-01,3,2114.04,912.87,Northern,Mobile Money
TRX000795,CUST0025,PROD0006,2024-10-06,3,2553.06,1478.01,Eastern,Cash
TRX000796,CUST0191,PROD0018,2025-04-09,9,13962.78,5547.06,Western,Mobile Money
TRX000797,CUST0112,PROD0034,2024-07-29,4,2225.68,1267.32,Ashanti,Mobile Money
TRX000798,CUST0198,PROD0014,2024-05-22,6,3033.3,2008.68,Greater Accra,Mobile Money
TRX000799,CUST0012,PROD0029,2025-03-23,4,510.04,446.16,Northern,Bank Transfer
TRX000800,CUST0112,PROD0039,2025-04-17,2,607.14,243.84,Ashanti,Bank Transfer
TRX000801,CUST0184,PROD0021,2024-06-04,4,6136.04,3053.88,Bono,Mobile Money
TRX000802,CUST0010,PROD0041,2023-04-19,5,4754.7,1850.05,Central,Mobile Money
TRX000803,CUST0074,PROD0036,2023-09-29,4,3764.72,1654.48,Volta,Card
TRX000804,CUST0163,PROD0022,2023-10-02,2,787.26,373.54,Ashanti,Mobile Money
TRX000805,CUST0044,PROD0017,2024-04-11,3,4624.08,2391.99,Greater Accra,Card
TRX000806,CUST0134,PROD0046,2025-01-16,5,1189.05,576.85,Ashanti,Card
TRX000807,CUST0026,PROD0010,2024-06-25,5,5235.4,3949.4,Western,Bank Transfer
TRX000808,CUST0191,PROD0029,2025-06-22,3,382.53,334.62,Western,Mobile Money
TRX000809,CUST0187,PROD0036,2024-11-19,90,84706.2,37225.8,Bono,Mobile Money
TRX000810,CUST0152,PROD0015,2025-02-16,6,716.52,298.92,Northern,Mobile Money
TRX000811,CUST0181,PROD0034,2025-09-12,2,1112.84,633.66,Upper West,Mobile Money
TRX000812,CUST0025,PROD0027,2025-03-12,2,1723.08,887.54,Eastern,Mobile Money
TRX000813,CUST0126,PROD0047,2024-11-19,4,968.44,598.36,Northern,Mobile Money
TRX000814,CUST0184,PROD0020,2024-10-14,2,939.72,726.36,Bono,Card
TRX000815,CUST0043,PROD0029,2024-08-17,3,382.53,334.62,Western,Bank Transfer
TRX000816,CUST0016,PROD0040,2024-03-26,8,4714.72,3169.84,Ashanti,Bank Transfer
TRX000817,CUST0153,PROD0037,2024-04-01,3,1953.33,960.75,Upper West,Card
TRX000818,CUST0140,PROD0016,2024-03-02,5,8465.0,3256.3,Western,Mobile Money
TRX000819,CUST0134,PROD0001,2025-05-30,5,5332.0,2800.2,Ashanti,Mobile Money
TRX000820,CUST0122,PROD0048,2024-03-30,4,5200.68,2871.8,Volta,Mobile Money
TRX000821,CUST0095,PROD0010,2025-07-03,4,4188.32,3159.52,Volta,Mobile Money
TRX000822,CUST0119,PROD0050,2023-07-30,2,366.66,315.74,Upper East,Card
TRX000823,CUST0027,PROD0048,2023-08-24,5,6500.85,3589.75,Upper East,Mobile Money
TRX000824,CUST0041,PROD0016,2023-09-09,3,5079.0,1953.78,Upper East,Mobile Money
TRX000825,CUST0156,PROD0023,2022-01-10,1,812.74,496.41,Upper East,Mobile Money
TRX000826,CUST0147,PROD0035,2025-08-22,5,5871.5,3619.05,Volta,Mobile Money
TRX000827,CUST0053,PROD0026,2022-05-29,4,3981.52,1674.12,Ashanti,Bank Transfer
TRX000828,CUST0063,PROD0045,2025-03-17,5,709.05,534.0,Greater Accra,Mobile Money
TRX000829,CUST0075,PROD0019,2024-02-27,6,6005.94,4082.82,Greater Accra,Bank Transfer
TRX000830,CUST0084,PROD0035,2021-05-16,5,5871.5,3619.05,Western,Mobile Money
TRX000831,CUST0052,PROD0004,2023-11-25,5,8508.95,3645.95,Upper East,Bank Transfer
TRX000832,CUST0045,PROD0050,2024-09-14,3,549.99,473.61,Upper East,Mobile Money
TRX000833,CUST0027,PROD0029,2025-06-23,5,637.55,557.7,Upper East,Mobile Money
TRX000834,CUST0171,PROD0041,2025-06-28,5,4754.7,1850.05,Western,Bank Transfer
TRX000835,CUST0036,PROD0024,2025-05-26,4,803.16,381.12,Bono,Mobile Money
TRX000836,CUST0162,PROD0012,2025-06-25,1,1834.02,776.08,Upper West,Bank Transfer
TRX000837,CUST0085,PROD0037,2025-05-26,7,4557.77,2241.75,Upper East,Mobile Money
TRX000838,CUST0144,PROD0041,2021-12-07,3,2852.82,1110.03,Western,Bank Transfer
TRX000839,CUST0062,PROD0041,2024-11-02,3,2852.82,1110.03,Northern,Cheque
TRX000840,CUST0132,PROD0029,2024-08-09,3,382.53,334.62,Greater Accra,Mobile Money
TRX000841,CUST0038,PROD0001,2021-07-11,4,4265.6,2240.16,Volta,Card
TRX000842,CUST0063,PROD0024,2024-12-22,2,401.58,190.56,Greater Accra,Mobile Money
TRX000843,CUST0047,PROD0008,2023-09-07,42,1959.72,1719.9,Greater Accra,Card
TRX000844,CUST0075,PROD0045,2025-08-18,3,425.43,320.4,Greater Accra,Mobile Money
TRX000845,CUST0095,PROD0044,2024-04-19,3,253.41,195.93,Volta,Mobile Money
TRX000846,CUST0165,PROD0039,2023-07-04,5,1517.85,609.6,Upper West,Bank Transfer
TRX000847,CUST0012,PROD0050,2025-05-26,3,549.99,473.61,Northern,Mobile Money
TRX000848,CUST0173,PROD0011,2025-02-11,3,2393.34,1431.99,Upper West,Cash
TRX000849,CUST0119,PROD0048,2023-01-17,3,3900.51,2153.85,Upper East,Mobile Money
TRX000850,CUST0104,PROD0045,2025-04-07,3,425.43,320.4,Volta,Cash
TRX000851,CUST0049,PROD0026,2022-12-01,3,2986.14,1255.59,Ashanti,Card
TRX000852,CUST0153,PROD0042,2023-07-31,3,1895.64,1189.89,Upper West,Bank Transfer
TRX000853,CUST0061,PROD0036,2022-08-03,4,3764.72,1654.48,Upper West,Card
TRX000854,CUST0113,PROD0014,2025-02-23,6,3033.3,2008.68,Northern,Cash
TRX000855,CUST0002,PROD0042,2023-04-10,5,3159.4,1983.15,Bono,Mobile Money
TRX000856,CUST0027,PROD0020,2023-11-17,9,4228.74,3268.62,Upper East,Bank Transfer
TRX000857,CUST0084,PROD0050,2023-06-04,7,1283.31,1105.09,Western,Bank Transfer
TRX000858,CUST0078,PROD0048,2024-01-30,1,1300.17,717.95,Eastern,Cash
TRX000859,CUST0106,PROD0031,2024-10-24,5,4008.1,2823.7,Ashanti,Cash
TRX000860,CUST0127,PROD0011,2022-12-23,4,3191.12,1909.32,Central,Card
TRX000861,CUST0075,PROD0033,2025-05-17,3,1689.45,851.16,Greater Accra,Bank Transfer
TRX000862,CUST0063,PROD0028,2023-07-22,3,3590.91,2105.82,Greater Accra,Cash
TRX000863,CUST0151,PROD0037,2023-01-13,3,1953.33,960.75,Northern,Card
TRX000864,CUST0107,PROD0008,2025-03-12,5,233.3,204.75,Central,Mobile Money
TRX000865,CUST0156,PROD0004,2024-01-11,4,6807.16,2916.76,Upper East,Mobile Money
TRX000866,CUST0051,PROD0018,2022-10-01,2,3102.84,1232.68,Northern,Bank Transfer
TRX000867,CUST0106,PROD0016,2024-09-03,8,13544.0,5210.08,Ashanti,Bank Transfer
TRX000868,CUST0036,PROD0019,2025-09-27,6,6005.94,4082.82,Bono,Bank Transfer
TRX000869,CUST0119,PROD0008,2024-09-20,1,46.66,40.95,Upper East,Bank Transfer
TRX000870,CUST0171,PROD0040,2025-05-15,3,1768.02,1188.69,Western,Bank Transfer
TRX000871,CUST0135,PROD0021,2024-11-08,6,9204.06,4580.82,Western,Bank Transfer
TRX000872,CUST0016,PROD0002,2025-04-06,1,582.66,251.07,Ashanti,Cash
TRX000873,CUST0073,PROD0004,2023-01-25,60,102107.4,43751.4,Northern,Bank Transfer
TRX000874,CUST0001,PROD0007,2024-11-20,3,5372.91,2239.56,Eastern,Card
TRX000875,CUST0017,PROD0003,2023-10-14,4,2953.2,2197.44,Volta,Mobile Money
TRX000876,CUST0166,PROD0016,2023-12-01,2,3386.0,1302.52,Upper East,Mobile Money
TRX000877,CUST0073,PROD0047,2024-01-05,2,484.22,299.18,Northern,Mobile Money
TRX000878,CUST0035,PROD0032,2023-11-19,4,508.96,453.68,Upper West,Mobile Money
TRX000879,CUST0175,PROD0037,2025-09-12,4,2604.44,1281.0,Upper East,Card
TRX000880,CUST0092,PROD0022,2025-02-10,4,1574.52,747.08,Upper East,Cheque
TRX000881,CUST0094,PROD0037,2025-07-10,4,2604.44,1281.0,Volta,Mobile Money
TRX000882,CUST0105,PROD0016,2024-02-16,2,3386.0,1302.52,Greater Accra,Mobile Money
TRX000883,CUST0029,PROD0007,2024-03-30,7,12536.79,5225.64,Ashanti,Card
TRX000884,CUST0107,PROD0034,2024-09-09,3,1669.26,950.49,Central,Bank Transfer
TRX000885,CUST0153,PROD0009,2024-02-18,6,4228.08,1825.74,Upper West,Bank Transfer
TRX000886,CUST0077,PROD0020,2025-03-21,4,1879.44,1452.72,Upper West,Mobile Money
TRX000887,CUST0122,PROD0016,2024-09-28,2,3386.0,1302.52,Volta,Mobile Money
TRX000888,CUST0096,PROD0049,2025-07-05,4,2911.0,2142.84,Central,Bank Transfer
TRX000889,CUST0049,PROD0017,2024-06-03,3,4624.08,2391.99,Ashanti,Mobile Money
TRX000890,CUST0083,PROD0007,2023-07-26,110,197006.7,82117.2,Ashanti,Cash
TRX000891,CUST0175,PROD0050,2025-04-21,2,366.66,315.74,Upper East,Mobile Money
TRX000892,CUST0144,PROD0012,2021-12-07,5,9170.1,3880.4,Western,Mobile Money
TRX000893,CUST0193,PROD0005,2023-08-11,3,4990.56,2280.27,Ashanti,Cash
TRX000894,CUST0165,PROD0011,2025-03-26,3,2393.34,1431.99,Upper West,Bank Transfer
TRX000895,CUST0135,PROD0004,2024-09-07,2,3403.58,1458.38,Western,Card
TRX000896,CUST0027,PROD0043,2022-11-03,8,5940.72,4068.4,Upper East,Cash
TRX000897,CUST0073,PROD0012,2024-08-28,3,5502.06,2328.24,Northern,Mobile Money
TRX000898,CUST0045,PROD0023,2025-02-24,3,2438.22,1489.23,Upper East,Bank Transfer
TRX000899,CUST0165,PROD0040,2025-06-18,4,2357.36,1584.92,Upper West,Bank Transfer
TRX000900,CUST0096,PROD0044,2024-10-09,5,422.35,326.55,Central,Bank Transfer
TRX000901,CUST0033,PROD0001,2025-04-08,4,4265.6,2240.16,Bono,Bank Transfer
TRX000902,CUST0157,PROD0049,2025-07-11,1,727.75,535.71,Eastern,Bank Transfer
TRX000903,CUST0129,PROD0037,2024-12-10,6,3906.66,1921.5,Ashanti,Card
TRX000904,CUST0165,PROD0033,2023-11-29,6,3378.9,1702.32,Upper West,Mobile Money
TRX000905,CUST0124,PROD0024,2024-07-16,9,1807.11,857.52,Volta,Bank Transfer
TRX000906,CUST0072,PROD0046,2023-01-09,7,1664.67,807.59,Bono,Mobile Money
TRX000907,CUST0059,PROD0023,2023-12-12,6,4876.44,2978.46,Volta,Card
TRX000908,CUST0093,PROD0031,2023-02-08,2,1603.24,1129.48,Northern,Mobile Money
TRX000909,CUST0028,PROD0010,2025-05-04,5,5235.4,3949.4,Greater Accra,Card
TRX000910,CUST0102,PROD0018,2025-01-10,5,7757.1,3081.7,Western,Cash
TRX000911,CUST0059,PROD0030,2024-04-24,4,4916.4,2421.32,Volta,Card
TRX000912,CUST0107,PROD0017,2024-08-30,4,6165.44,3189.32,Central,Mobile Money
TRX000913,CUST0058,PROD0001,2025-09-29,4,4265.6,2240.16,Eastern,Mobile Money
TRX000914,CUST0071,PROD0031,2024-12-05,4,3206.48,2258.96,Upper West,Cash
TRX000915,CUST0034,PROD0038,2022-05-19,3,5229.66,2071.74,Greater Accra,Bank Transfer
TRX000916,CUST0168,PROD0044,2025-03-06,3,253.41,195.93,Volta,Cash
TRX000917,CUST0027,PROD0029,2024-10-13,4,510.04,446.16,Upper East,Bank Transfer
TRX000918,CUST0068,PROD0027,2024-06-17,3,2584.62,1331.31,Upper East,Card
TRX000919,CUST0028,PROD0008,2025-09-05,4,186.64,163.8,Greater Accra,Cash
TRX000920,CUST0118,PROD0045,2023-08-24,4,567.24,427.2,Upper East,Mobile Money
TRX000921,CUST0034,PROD0033,2022-03-13,2,1126.3,567.44,Greater Accra,Mobile Money
TRX000922,CUST0150,PROD0040,2024-12-08,3,1768.02,1188.69,Bono,Mobile Money
TRX000923,CUST0056,PROD0015,2024-02-03,5,597.1,249.1,Ashanti,Mobile Money
TRX000924,CUST0077,PROD0047,2024-10-29,6,1452.66,897.54,Upper West,Mobile Money
TRX000925,CUST0174,PROD0022,2025-09-26,4,1574.52,747.08,Central,Mobile Money
TRX000926,CUST0011,PROD0039,2024-10-24,6,1821.42,731.52,Volta,Card
TRX000927,CUST0176,PROD0034,2025-06-18,5,2782.1,1584.15,Northern,Mobile Money
TRX000928,CUST0149,PROD0019,2025-09-22,4,4003.96,2721.88,Western,Mobile Money
TRX000929,CUST0057,PROD0046,2025-03-14,3,713.43,346.11,Eastern,Mobile Money
TRX000930,CUST0012,PROD0035,2025-04-18,5,5871.5,3619.05,Northern,Card
TRX000931,CUST0079,PROD0024,2025-01-26,5,1003.95,476.4,Western,Mobile Money
TRX000932,CUST0199,PROD0007,2025-04-07,3,5372.91,2239.56,Upper West,Bank Transfer
TRX000933,CUST0005,PROD0020,2024-05-19,3,1409.58,1089.54,Greater Accra,Card
TRX000934,CUST0063,PROD0045,2025-01-08,2,283.62,213.6,Greater Accra,Mobile Money
TRX000935,CUST0020,PROD0050,2024-07-26,3,549.99,473.61,Ashanti,Bank Transfer
TRX000936,CUST0106,PROD0005,2025-09-29,5,8317.6,3800.45,Ashanti,Mobile Money
TRX000937,CUST0082,PROD0009,2023-12-30,3,2114.04,912.87,Western,Bank Transfer
TRX000938,CUST0072,PROD0004,2022-04-07,3,5105.37,2187.57,Bono,Cash
TRX000939,CUST0017,PROD0017,2023-11-29,5,7706.8,3986.65,Volta,Mobile Money
TRX000940,CUST0021,PROD0001,2024-06-24,6,6398.4,3360.24,Volta,Mobile Money
TRX000941,CUST0186,PROD0041,2023-09-22,139,132180.66,51431.39,Eastern,Cash
TRX000942,CUST0137,PROD0027,2023-07-16,2,1723.08,887.54,Upper East,Card
TRX000943,CUST0017,PROD0040,2025-04-01,6,3536.04,2377.38,Volta,Card
TRX000944,CUST0156,PROD0005,2024-09-28,2,3327.04,1520.18,Upper East,Mobile Money
TRX000945,CUST0120,PROD0001,2025-08-30,2,2132.8,1120.08,Northern,Mobile Money
TRX000946,CUST0115,PROD0040,2025-07-25,5,2946.7,1981.15,Northern,Mobile Money
TRX000947,CUST0047,PROD0013,2024-03-11,7,8474.83,4700.29,Greater Accra,Cash
TRX000948,CUST0146,PROD0045,2024-03-21,5,709.05,534.0,Upper West,Bank Transfer
TRX000949,CUST0168,PROD0039,2024-11-08,4,1214.28,487.68,Volta,Card
TRX000950,CUST0034,PROD0002,2025-02-06,2,1165.32,502.14,Greater Accra,Mobile Money
TRX000951,CUST0081,PROD0033,2024-02-04,5,2815.75,1418.6,Upper East,Bank Transfer
TRX000952,CUST0137,PROD0010,2025-05-01,5,5235.4,3949.4,Upper East,Cash
TRX000953,CUST0069,PROD0026,2024-10-10,191,190117.58,79939.23,Central,Mobile Money
TRX000954,CUST0009,PROD0039,2023-09-15,2,607.14,243.84,Bono,Bank Transfer
TRX000955,CUST0052,PROD0023,2024-11-22,3,2438.22,1489.23,Upper East,Mobile Money
TRX000956,CUST0167,PROD0032,2025-10-15,3,381.72,340.26,Central,Card
TRX000957,CUST0019,PROD0037,2025-09-06,5,3255.55,1601.25,Bono,Mobile Money
TRX000958,CUST0147,PROD0012,2024-05-25,2,3668.04,1552.16,Volta,Bank Transfer
TRX000959,CUST0049,PROD0028,2024-06-26,3,3590.91,2105.82,Ashanti,Bank Transfer
TRX000960,CUST0149,PROD0041,2025-04-11,9,8558.46,3330.09,Western,Card
TRX000961,CUST0147,PROD0040,2023-11-22,4,2357.36,1584.92,Volta,Mobile Money
TRX000962,CUST0050,PROD0021,2024-07-18,3,4602.03,2290.41,Volta,Card
TRX000963,CUST0109,PROD0040,2025-02-25,3,1768.02,1188.69,Northern,Bank Transfer
TRX000964,CUST0058,PROD0022,2024-05-01,3,1180.89,560.31,Eastern,Cash
TRX000965,CUST0011,PROD0024,2025-06-19,2,401.58,190.56,Volta,Mobile Money
TRX000966,CUST0086,PROD0026,2024-11-05,3,2986.14,1255.59,Volta,Card
TRX000967,CUST0166,PROD0029,2024-07-02,4,510.04,446.16,Upper East,Card
TRX000968,CUST0195,PROD0006,2025-10-01,7,5957.14,3448.69,Northern,Bank Transfer
TRX000969,CUST0083,PROD0025,2024-03-07,4,3781.96,1674.56,Ashanti,Mobile Money
TRX000970,CUST0017,PROD0040,2024-01-28,4,2357.36,1584.92,Volta,Bank Transfer
TRX000971,CUST0157,PROD0025,2025-09-22,2,1890.98,837.28,Eastern,Card
TRX000972,CUST0039,PROD0001,2023-11-25,5,5332.0,2800.2,Northern,Bank Transfer
TRX000973,CUST0200,PROD0046,2024-04-18,3,713.43,346.11,Bono,Mobile Money
TRX000974,CUST0066,PROD0050,2022-09-03,1,183.33,157.87,Volta,Bank Transfer
TRX000975,CUST0170,PROD0046,2025-04-19,2,475.62,230.74,Ashanti,Cash
TRX000976,CUST0164,PROD0044,2022-12-07,2,168.94,130.62,Greater Accra,Mobile Money
TRX000977,CUST0098,PROD0044,2024-10-05,4,337.88,261.24,Volta,Cash
